property_id,check_in_date,room_category,successful_bookings,capacity
16558,20-06-2022,RT2,11,22
19560,20-06-2022,RT2,20,38
16563,20-06-2022,RT2,17,38
16559,20-06-2022,RT2,20,41
19559,20-06-2022,RT2,21,41
19558,20-06-2022,RT2,13,39
17559,20-06-2022,RT2,17,39
16560,20-06-2022,RT2,17,34
18562,20-06-2022,RT2,15,34
18559,20-06-2022,RT2,17,44
17563,20-06-2022,RT2,23,44
17562,20-06-2022,RT2,11,30
18558,20-06-2022,RT2,12,30
17564,20-06-2022,RT2,13,40
18561,20-06-2022,RT2,21,40
18560,20-06-2022,RT2,19,40
17560,20-06-2022,RT2,18,45
19561,20-06-2022,RT2,16,45
19563,20-06-2022,RT2,18,45
19563,20-06-2022,RT3,14,29
18560,20-06-2022,RT1,17,30
19562,20-06-2022,RT3,14,29
19561,20-06-2022,RT3,11,29
18562,20-06-2022,RT3,16,29
17558,20-06-2022,RT3,11,27
17562,20-06-2022,RT3,8,27
19559,20-06-2022,RT3,11,27
16559,20-06-2022,RT3,17,32
16558,20-06-2022,RT3,3,8
16562,20-06-2022,RT3,8,18
17559,20-06-2022,RT3,8,16
19558,20-06-2022,RT3,8,21
18561,20-06-2022,RT3,13,25
17563,20-06-2022,RT3,9,16
18559,20-06-2022,RT3,9,23
18563,20-06-2022,RT3,9,23
19560,20-06-2022,RT3,9,19
16560,20-06-2022,RT3,10,20
17564,20-06-2022,RT3,10,24
16563,20-06-2022,RT3,12,20
16561,20-06-2022,RT3,11,21
17560,20-06-2022,RT3,11,25
17561,20-06-2022,RT3,11,19
18558,20-06-2022,RT3,11,26
18560,20-06-2022,RT3,11,24
17561,20-06-2022,RT4,2,4
17562,20-06-2022,RT4,2,6
19561,20-06-2022,RT4,2,7
19563,20-06-2022,RT4,2,6
16558,20-06-2022,RT4,2,3
17560,20-06-2022,RT4,4,13
16561,20-06-2022,RT4,5,10
18561,20-06-2022,RT4,5,9
17564,20-06-2022,RT4,6,17
19559,20-06-2022,RT4,1,3
18560,20-06-2022,RT4,7,15
19560,20-06-2022,RT4,8,16
18559,20-06-2022,RT4,8,19
17563,20-06-2022,RT4,10,19
19562,20-06-2022,RT4,8,14
17559,20-06-2022,RT4,8,14
18558,20-06-2022,RT4,8,20
18562,20-06-2022,RT4,11,20
18563,20-06-2022,RT4,7,18
16563,20-06-2022,RT4,10,18
16559,20-06-2022,RT4,11,18
16562,20-06-2022,RT4,3,6
17558,20-06-2022,RT4,3,6
16560,20-06-2022,RT4,3,7
19558,20-06-2022,RT4,3,7
16559,21-06-2022,RT1,13,30
18560,21-06-2022,RT1,15,30
19562,21-06-2022,RT1,12,30
19563,21-06-2022,RT1,13,30
17558,21-06-2022,RT1,6,19
16558,21-06-2022,RT1,9,19
17560,21-06-2022,RT1,15,40
19558,21-06-2022,RT1,14,40
19560,21-06-2022,RT1,13,26
17561,21-06-2022,RT1,13,26
16560,21-06-2022,RT1,15,34
16561,21-06-2022,RT1,10,18
16562,21-06-2022,RT1,13,31
16563,21-06-2022,RT1,22,41
17559,21-06-2022,RT1,17,32
17562,21-06-2022,RT1,7,20
17563,21-06-2022,RT1,14,25
18558,21-06-2022,RT1,8,15
18559,21-06-2022,RT1,12,42
18561,21-06-2022,RT1,18,33
18562,21-06-2022,RT1,20,38
18563,21-06-2022,RT1,11,27
19559,21-06-2022,RT1,10,24
19561,21-06-2022,RT1,13,36
17564,21-06-2022,RT1,6,16
19562,21-06-2022,RT2,11,23
18563,21-06-2022,RT2,10,29
17561,21-06-2022,RT2,20,36
17558,21-06-2022,RT2,21,50
16562,21-06-2022,RT2,21,43
16561,21-06-2022,RT2,13,24
16558,21-06-2022,RT2,10,22
19560,21-06-2022,RT2,21,38
16563,21-06-2022,RT2,21,38
16559,21-06-2022,RT2,23,41
19559,21-06-2022,RT2,18,41
19558,21-06-2022,RT2,14,39
17559,21-06-2022,RT2,23,39
16560,21-06-2022,RT2,15,34
18562,21-06-2022,RT2,22,34
18559,21-06-2022,RT2,14,44
17563,21-06-2022,RT2,21,44
17562,21-06-2022,RT2,11,30
18558,21-06-2022,RT2,13,30
17564,21-06-2022,RT2,12,40
18561,21-06-2022,RT2,19,40
18560,21-06-2022,RT2,19,40
17560,21-06-2022,RT2,19,45
19561,21-06-2022,RT2,20,45
19563,21-06-2022,RT2,22,45
19563,21-06-2022,RT3,12,29
19562,21-06-2022,RT3,13,29
19561,21-06-2022,RT3,11,29
18562,21-06-2022,RT3,14,29
17558,21-06-2022,RT3,12,27
17562,21-06-2022,RT3,9,27
19559,21-06-2022,RT3,12,27
16559,21-06-2022,RT3,16,32
16558,21-06-2022,RT3,3,8
16560,21-06-2022,RT3,8,20
16562,21-06-2022,RT3,8,18
17559,21-06-2022,RT3,8,16
18559,21-06-2022,RT3,8,23
18563,21-06-2022,RT3,8,23
19558,21-06-2022,RT3,8,21
18558,21-06-2022,RT3,9,26
17564,21-06-2022,RT3,9,24
16563,21-06-2022,RT3,10,20
17560,21-06-2022,RT3,10,25
17561,21-06-2022,RT3,10,19
17563,21-06-2022,RT3,10,16
19560,21-06-2022,RT3,10,19
16561,21-06-2022,RT3,12,21
18561,21-06-2022,RT3,12,25
18560,21-06-2022,RT3,11,24
16560,21-06-2022,RT4,2,7
16558,21-06-2022,RT4,2,3
19563,21-06-2022,RT4,4,6
18561,21-06-2022,RT4,4,9
16561,21-06-2022,RT4,6,10
17560,21-06-2022,RT4,6,13
17564,21-06-2022,RT4,6,17
19559,21-06-2022,RT4,1,3
18560,21-06-2022,RT4,9,15
19560,21-06-2022,RT4,10,16
18559,21-06-2022,RT4,6,19
17563,21-06-2022,RT4,9,19
19562,21-06-2022,RT4,6,14
17559,21-06-2022,RT4,9,14
18558,21-06-2022,RT4,8,20
18562,21-06-2022,RT4,10,20
18563,21-06-2022,RT4,7,18
16563,21-06-2022,RT4,11,18
16559,21-06-2022,RT4,10,18
16562,21-06-2022,RT4,3,6
17558,21-06-2022,RT4,3,6
17562,21-06-2022,RT4,3,6
19558,21-06-2022,RT4,3,7
19561,21-06-2022,RT4,3,7
17561,21-06-2022,RT4,3,4
19563,22-06-2022,RT3,11,29
16559,22-06-2022,RT1,15,30
18560,22-06-2022,RT1,14,30
19562,22-06-2022,RT1,15,30
19563,22-06-2022,RT1,12,30
17558,22-06-2022,RT1,8,19
16558,22-06-2022,RT1,10,19
17560,22-06-2022,RT1,16,40
19558,22-06-2022,RT1,12,40
19560,22-06-2022,RT1,12,26
17561,22-06-2022,RT1,15,26
16560,22-06-2022,RT1,14,34
16561,22-06-2022,RT1,11,18
16562,22-06-2022,RT1,11,31
16563,22-06-2022,RT1,20,41
17559,22-06-2022,RT1,14,32
17562,22-06-2022,RT1,7,20
17563,22-06-2022,RT1,10,25
18558,22-06-2022,RT1,5,15
18559,22-06-2022,RT1,15,42
18561,22-06-2022,RT1,15,33
18562,22-06-2022,RT1,17,38
18563,22-06-2022,RT1,13,27
19559,22-06-2022,RT1,9,24
19561,22-06-2022,RT1,15,36
17564,22-06-2022,RT1,5,16
19562,22-06-2022,RT2,12,23
18563,22-06-2022,RT2,13,29
17561,22-06-2022,RT2,19,36
17558,22-06-2022,RT2,22,50
16562,22-06-2022,RT2,18,43
16561,22-06-2022,RT2,13,24
16558,22-06-2022,RT2,10,22
19560,22-06-2022,RT2,19,38
16563,22-06-2022,RT2,19,38
16559,22-06-2022,RT2,22,41
19559,22-06-2022,RT2,19,41
19558,22-06-2022,RT2,13,39
17559,22-06-2022,RT2,23,39
16560,22-06-2022,RT2,14,34
18562,22-06-2022,RT2,21,34
18559,22-06-2022,RT2,17,44
17563,22-06-2022,RT2,23,44
17562,22-06-2022,RT2,10,30
18558,22-06-2022,RT2,15,30
17564,22-06-2022,RT2,19,40
18561,22-06-2022,RT2,18,40
18560,22-06-2022,RT2,20,40
17560,22-06-2022,RT2,18,45
19561,22-06-2022,RT2,18,45
19563,22-06-2022,RT2,19,45
19562,22-06-2022,RT3,15,29
19561,22-06-2022,RT3,12,29
18562,22-06-2022,RT3,16,29
17558,22-06-2022,RT3,13,27
17562,22-06-2022,RT3,11,27
19559,22-06-2022,RT3,13,27
16559,22-06-2022,RT3,16,32
16558,22-06-2022,RT3,4,8
16562,22-06-2022,RT3,7,18
17559,22-06-2022,RT3,7,16
18559,22-06-2022,RT3,7,23
17563,22-06-2022,RT3,8,16
19558,22-06-2022,RT3,8,21
17564,22-06-2022,RT3,8,24
16560,22-06-2022,RT3,9,20
18563,22-06-2022,RT3,9,23
19560,22-06-2022,RT3,9,19
16563,22-06-2022,RT3,10,20
18558,22-06-2022,RT3,10,26
16561,22-06-2022,RT3,12,21
17560,22-06-2022,RT3,12,25
18560,22-06-2022,RT3,12,24
17561,22-06-2022,RT3,11,19
18561,22-06-2022,RT3,11,25
17561,22-06-2022,RT4,2,4
17562,22-06-2022,RT4,2,6
19563,22-06-2022,RT4,2,6
16558,22-06-2022,RT4,2,3
17558,22-06-2022,RT4,4,6
18561,22-06-2022,RT4,4,9
16561,22-06-2022,RT4,5,10
17560,22-06-2022,RT4,5,13
17564,22-06-2022,RT4,5,17
18560,22-06-2022,RT4,6,15
19559,22-06-2022,RT4,1,3
19560,22-06-2022,RT4,8,16
18559,22-06-2022,RT4,6,19
17563,22-06-2022,RT4,10,19
19562,22-06-2022,RT4,8,14
17559,22-06-2022,RT4,7,14
18558,22-06-2022,RT4,8,20
18562,22-06-2022,RT4,11,20
18563,22-06-2022,RT4,7,18
16563,22-06-2022,RT4,9,18
16559,22-06-2022,RT4,9,18
16562,22-06-2022,RT4,3,6
16560,22-06-2022,RT4,3,7
19558,22-06-2022,RT4,3,7
19561,22-06-2022,RT4,3,7
19563,23-06-2022,RT3,13,29
18560,23-06-2022,RT1,15,30
19562,23-06-2022,RT1,14,30
19563,23-06-2022,RT1,11,30
17558,23-06-2022,RT1,8,19
16558,23-06-2022,RT1,9,19
17560,23-06-2022,RT1,18,40
19558,23-06-2022,RT1,11,40
19560,23-06-2022,RT1,13,26
17561,23-06-2022,RT1,16,26
16560,23-06-2022,RT1,15,34
16561,23-06-2022,RT1,9,18
16562,23-06-2022,RT1,16,31
16563,23-06-2022,RT1,22,41
17559,23-06-2022,RT1,14,32
17562,23-06-2022,RT1,7,20
17563,23-06-2022,RT1,10,25
18558,23-06-2022,RT1,6,15
18559,23-06-2022,RT1,16,42
18561,23-06-2022,RT1,15,33
18562,23-06-2022,RT1,16,38
18563,23-06-2022,RT1,10,27
19559,23-06-2022,RT1,10,24
19561,23-06-2022,RT1,13,36
17564,23-06-2022,RT1,5,16
19562,23-06-2022,RT2,11,23
18563,23-06-2022,RT2,12,29
17561,23-06-2022,RT2,21,36
17558,23-06-2022,RT2,18,50
16562,23-06-2022,RT2,18,43
16561,23-06-2022,RT2,11,24
16558,23-06-2022,RT2,11,22
19560,23-06-2022,RT2,19,38
16563,23-06-2022,RT2,19,38
16559,23-06-2022,RT2,21,41
19559,23-06-2022,RT2,21,41
19558,23-06-2022,RT2,14,39
17559,23-06-2022,RT2,20,39
16560,23-06-2022,RT2,16,34
18562,23-06-2022,RT2,17,34
18559,23-06-2022,RT2,14,44
17563,23-06-2022,RT2,26,44
17562,23-06-2022,RT2,10,30
18558,23-06-2022,RT2,12,30
17564,23-06-2022,RT2,12,40
18561,23-06-2022,RT2,19,40
18560,23-06-2022,RT2,17,40
17560,23-06-2022,RT2,20,45
19561,23-06-2022,RT2,19,45
19563,23-06-2022,RT2,18,45
16559,23-06-2022,RT1,15,30
19562,23-06-2022,RT3,15,29
19561,23-06-2022,RT3,12,29
18562,23-06-2022,RT3,15,29
17558,23-06-2022,RT3,11,27
17562,23-06-2022,RT3,9,27
19559,23-06-2022,RT3,10,27
16559,23-06-2022,RT3,19,32
16558,23-06-2022,RT3,4,8
16562,23-06-2022,RT3,7,18
19558,23-06-2022,RT3,7,21
17561,23-06-2022,RT3,8,19
18559,23-06-2022,RT3,8,23
17564,23-06-2022,RT3,8,24
18561,23-06-2022,RT3,13,25
18560,23-06-2022,RT3,14,24
16560,23-06-2022,RT3,9,20
17560,23-06-2022,RT3,9,25
17563,23-06-2022,RT3,9,16
16563,23-06-2022,RT3,10,20
17559,23-06-2022,RT3,10,16
18558,23-06-2022,RT3,10,26
18563,23-06-2022,RT3,10,23
19560,23-06-2022,RT3,10,19
16561,23-06-2022,RT3,11,21
17562,23-06-2022,RT4,2,6
19558,23-06-2022,RT4,2,7
19561,23-06-2022,RT4,2,7
16558,23-06-2022,RT4,2,3
16560,23-06-2022,RT4,4,7
16561,23-06-2022,RT4,5,10
17560,23-06-2022,RT4,5,13
18561,23-06-2022,RT4,5,9
17564,23-06-2022,RT4,6,17
19559,23-06-2022,RT4,1,3
18560,23-06-2022,RT4,8,15
19560,23-06-2022,RT4,8,16
18559,23-06-2022,RT4,6,19
17563,23-06-2022,RT4,8,19
19562,23-06-2022,RT4,7,14
17559,23-06-2022,RT4,7,14
18558,23-06-2022,RT4,10,20
18562,23-06-2022,RT4,11,20
18563,23-06-2022,RT4,8,18
16563,23-06-2022,RT4,8,18
16559,23-06-2022,RT4,9,18
16562,23-06-2022,RT4,3,6
17558,23-06-2022,RT4,3,6
19563,23-06-2022,RT4,3,6
17561,23-06-2022,RT4,3,4
16559,24-06-2022,RT1,14,30
18560,24-06-2022,RT1,15,30
19562,24-06-2022,RT1,16,30
19563,24-06-2022,RT1,13,30
17558,24-06-2022,RT1,7,19
16558,24-06-2022,RT1,11,19
17560,24-06-2022,RT1,17,40
19558,24-06-2022,RT1,13,40
19560,24-06-2022,RT1,16,26
17561,24-06-2022,RT1,14,26
16560,24-06-2022,RT1,14,34
16561,24-06-2022,RT1,10,18
16562,24-06-2022,RT1,14,31
16563,24-06-2022,RT1,24,41
17559,24-06-2022,RT1,19,32
17562,24-06-2022,RT1,7,20
17563,24-06-2022,RT1,13,25
18558,24-06-2022,RT1,6,15
18559,24-06-2022,RT1,14,42
18561,24-06-2022,RT1,18,33
18562,24-06-2022,RT1,18,38
18563,24-06-2022,RT1,11,27
19559,24-06-2022,RT1,11,24
19561,24-06-2022,RT1,18,36
17564,24-06-2022,RT1,6,16
19562,24-06-2022,RT2,10,23
18563,24-06-2022,RT2,13,29
17561,24-06-2022,RT2,17,36
17558,24-06-2022,RT2,22,50
16562,24-06-2022,RT2,19,43
16561,24-06-2022,RT2,11,24
16558,24-06-2022,RT2,11,22
19560,24-06-2022,RT2,18,38
16563,24-06-2022,RT2,20,38
16559,24-06-2022,RT2,20,41
19559,24-06-2022,RT2,16,41
19558,24-06-2022,RT2,13,39
17559,24-06-2022,RT2,23,39
16560,24-06-2022,RT2,13,34
18562,24-06-2022,RT2,18,34
18559,24-06-2022,RT2,12,44
17563,24-06-2022,RT2,23,44
17562,24-06-2022,RT2,9,30
18558,24-06-2022,RT2,12,30
17564,24-06-2022,RT2,15,40
18561,24-06-2022,RT2,18,40
18560,24-06-2022,RT2,19,40
17560,24-06-2022,RT2,22,45
19561,24-06-2022,RT2,21,45
19563,24-06-2022,RT2,19,45
19563,24-06-2022,RT3,13,29
19562,24-06-2022,RT3,16,29
19561,24-06-2022,RT3,12,29
18562,24-06-2022,RT3,15,29
17558,24-06-2022,RT3,11,27
17562,24-06-2022,RT3,8,27
19559,24-06-2022,RT3,12,27
16559,24-06-2022,RT3,16,32
16558,24-06-2022,RT3,4,8
17563,24-06-2022,RT3,7,16
17559,24-06-2022,RT3,8,16
18559,24-06-2022,RT3,8,23
19558,24-06-2022,RT3,8,21
19560,24-06-2022,RT3,8,19
16561,24-06-2022,RT3,14,21
16560,24-06-2022,RT3,9,20
17561,24-06-2022,RT3,9,19
18563,24-06-2022,RT3,9,23
17564,24-06-2022,RT3,9,24
16562,24-06-2022,RT3,10,18
17560,24-06-2022,RT3,10,25
18558,24-06-2022,RT3,12,26
18560,24-06-2022,RT3,12,24
18561,24-06-2022,RT3,12,25
16563,24-06-2022,RT3,11,20
16562,24-06-2022,RT4,2,6
17561,24-06-2022,RT4,2,4
17562,24-06-2022,RT4,2,6
19558,24-06-2022,RT4,2,7
19563,24-06-2022,RT4,2,6
19559,24-06-2022,RT4,2,3
16558,24-06-2022,RT4,2,3
18561,24-06-2022,RT4,4,9
16561,24-06-2022,RT4,5,10
17560,24-06-2022,RT4,5,13
17564,24-06-2022,RT4,6,17
18560,24-06-2022,RT4,7,15
19560,24-06-2022,RT4,9,16
18559,24-06-2022,RT4,6,19
17563,24-06-2022,RT4,8,19
19562,24-06-2022,RT4,8,14
17559,24-06-2022,RT4,6,14
18558,24-06-2022,RT4,9,20
18562,24-06-2022,RT4,8,20
18563,24-06-2022,RT4,8,18
16563,24-06-2022,RT4,10,18
16559,24-06-2022,RT4,9,18
17558,24-06-2022,RT4,3,6
16560,24-06-2022,RT4,3,7
19561,24-06-2022,RT4,3,7
16559,25-06-2022,RT1,20,30
18560,25-06-2022,RT1,22,30
19562,25-06-2022,RT1,21,30
19563,25-06-2022,RT1,19,30
17558,25-06-2022,RT1,10,19
16558,25-06-2022,RT1,14,19
17560,25-06-2022,RT1,26,40
19558,25-06-2022,RT1,24,40
19560,25-06-2022,RT1,18,26
17561,25-06-2022,RT1,20,26
16560,25-06-2022,RT1,20,34
16561,25-06-2022,RT1,14,18
16562,25-06-2022,RT1,18,31
16563,25-06-2022,RT1,31,41
17559,25-06-2022,RT1,22,32
17562,25-06-2022,RT1,9,20
17563,25-06-2022,RT1,16,25
18558,25-06-2022,RT1,9,15
18559,25-06-2022,RT1,25,42
18561,25-06-2022,RT1,28,33
18562,25-06-2022,RT1,27,38
18563,25-06-2022,RT1,15,27
19559,25-06-2022,RT1,13,24
19561,25-06-2022,RT1,23,36
17564,25-06-2022,RT1,7,16
19562,25-06-2022,RT2,18,23
18563,25-06-2022,RT2,18,29
17561,25-06-2022,RT2,27,36
17558,25-06-2022,RT2,28,50
16562,25-06-2022,RT2,25,43
16561,25-06-2022,RT2,17,24
16558,25-06-2022,RT2,15,22
19560,25-06-2022,RT2,28,38
16563,25-06-2022,RT2,31,38
16559,25-06-2022,RT2,26,41
19559,25-06-2022,RT2,27,41
19558,25-06-2022,RT2,18,39
17559,25-06-2022,RT2,28,39
16560,25-06-2022,RT2,21,34
18562,25-06-2022,RT2,24,34
18559,25-06-2022,RT2,24,44
17563,25-06-2022,RT2,33,44
17562,25-06-2022,RT2,16,30
18558,25-06-2022,RT2,19,30
17564,25-06-2022,RT2,21,40
18561,25-06-2022,RT2,29,40
18560,25-06-2022,RT2,33,40
17560,25-06-2022,RT2,24,45
19561,25-06-2022,RT2,28,45
19563,25-06-2022,RT2,28,45
19563,25-06-2022,RT3,19,29
19562,25-06-2022,RT3,21,29
19561,25-06-2022,RT3,16,29
18562,25-06-2022,RT3,20,29
17558,25-06-2022,RT3,15,27
17562,25-06-2022,RT3,12,27
19559,25-06-2022,RT3,17,27
16559,25-06-2022,RT3,26,32
16558,25-06-2022,RT3,7,8
17560,25-06-2022,RT3,15,25
18561,25-06-2022,RT3,18,25
16561,25-06-2022,RT3,16,21
16563,25-06-2022,RT3,17,20
17561,25-06-2022,RT3,16,19
18558,25-06-2022,RT3,17,26
18560,25-06-2022,RT3,18,24
18559,25-06-2022,RT3,13,23
18563,25-06-2022,RT3,13,23
17563,25-06-2022,RT3,14,16
19560,25-06-2022,RT3,14,19
17564,25-06-2022,RT3,12,24
16560,25-06-2022,RT3,11,20
16562,25-06-2022,RT3,11,18
17559,25-06-2022,RT3,11,16
19558,25-06-2022,RT3,11,21
19559,25-06-2022,RT4,2,3
16558,25-06-2022,RT4,2,3
16562,25-06-2022,RT4,4,6
17558,25-06-2022,RT4,4,6
17562,25-06-2022,RT4,4,6
16560,25-06-2022,RT4,4,7
19561,25-06-2022,RT4,4,7
16561,25-06-2022,RT4,7,10
17560,25-06-2022,RT4,7,13
18561,25-06-2022,RT4,7,9
17564,25-06-2022,RT4,9,17
18560,25-06-2022,RT4,11,15
19560,25-06-2022,RT4,13,16
18559,25-06-2022,RT4,9,19
17563,25-06-2022,RT4,14,19
19562,25-06-2022,RT4,10,14
17559,25-06-2022,RT4,10,14
18558,25-06-2022,RT4,13,20
18562,25-06-2022,RT4,14,20
18563,25-06-2022,RT4,10,18
16563,25-06-2022,RT4,15,18
16559,25-06-2022,RT4,12,18
19563,25-06-2022,RT4,3,6
19558,25-06-2022,RT4,3,7
17561,25-06-2022,RT4,3,4
19563,26-06-2022,RT3,20,29
18560,26-06-2022,RT1,28,30
19562,26-06-2022,RT1,27,30
19563,26-06-2022,RT1,22,30
17558,26-06-2022,RT1,15,19
16558,26-06-2022,RT1,16,19
17560,26-06-2022,RT1,28,40
19558,26-06-2022,RT1,24,40
19560,26-06-2022,RT1,22,26
17561,26-06-2022,RT1,23,26
16560,26-06-2022,RT1,25,34
16561,26-06-2022,RT1,16,18
16562,26-06-2022,RT1,23,31
16563,26-06-2022,RT1,40,41
17559,26-06-2022,RT1,30,32
17562,26-06-2022,RT1,11,20
17563,26-06-2022,RT1,24,25
18558,26-06-2022,RT1,11,15
18559,26-06-2022,RT1,25,42
18561,26-06-2022,RT1,28,33
18562,26-06-2022,RT1,33,38
18563,26-06-2022,RT1,19,27
19559,26-06-2022,RT1,17,24
19561,26-06-2022,RT1,28,36
17564,26-06-2022,RT1,9,16
19562,26-06-2022,RT2,20,23
18563,26-06-2022,RT2,21,29
17561,26-06-2022,RT2,31,36
17558,26-06-2022,RT2,34,50
16562,26-06-2022,RT2,31,43
16561,26-06-2022,RT2,20,24
16558,26-06-2022,RT2,21,22
19560,26-06-2022,RT2,32,38
16563,26-06-2022,RT2,34,38
16559,26-06-2022,RT2,38,41
19559,26-06-2022,RT2,31,41
19558,26-06-2022,RT2,26,39
17559,26-06-2022,RT2,36,39
16560,26-06-2022,RT2,26,34
18562,26-06-2022,RT2,31,34
18559,26-06-2022,RT2,29,44
17563,26-06-2022,RT2,40,44
17562,26-06-2022,RT2,17,30
18558,26-06-2022,RT2,23,30
17564,26-06-2022,RT2,27,40
18561,26-06-2022,RT2,37,40
18560,26-06-2022,RT2,36,40
17560,26-06-2022,RT2,31,45
19561,26-06-2022,RT2,34,45
19563,26-06-2022,RT2,33,45
16559,26-06-2022,RT1,29,30
19562,26-06-2022,RT3,26,29
19561,26-06-2022,RT3,20,29
18562,26-06-2022,RT3,26,29
17558,26-06-2022,RT3,19,27
17562,26-06-2022,RT3,17,27
19559,26-06-2022,RT3,21,27
16559,26-06-2022,RT3,28,32
17560,26-06-2022,RT3,19,25
18561,26-06-2022,RT3,22,25
16561,26-06-2022,RT3,18,21
16563,26-06-2022,RT3,18,20
17561,26-06-2022,RT3,17,19
18558,26-06-2022,RT3,19,26
18560,26-06-2022,RT3,23,24
18563,26-06-2022,RT3,18,23
19560,26-06-2022,RT3,17,19
17564,26-06-2022,RT3,16,24
17559,26-06-2022,RT3,15,16
17563,26-06-2022,RT3,15,16
16558,26-06-2022,RT3,8,8
16562,26-06-2022,RT3,13,18
16560,26-06-2022,RT3,14,20
18559,26-06-2022,RT3,14,23
19558,26-06-2022,RT3,12,21
19559,26-06-2022,RT4,2,3
17558,26-06-2022,RT4,4,6
17562,26-06-2022,RT4,4,6
19558,26-06-2022,RT4,4,7
17561,26-06-2022,RT4,4,4
16560,26-06-2022,RT4,5,7
16562,26-06-2022,RT4,5,6
19561,26-06-2022,RT4,5,7
19563,26-06-2022,RT4,5,6
16561,26-06-2022,RT4,9,10
17560,26-06-2022,RT4,9,13
18561,26-06-2022,RT4,8,9
17564,26-06-2022,RT4,11,17
18560,26-06-2022,RT4,13,15
19560,26-06-2022,RT4,14,16
18559,26-06-2022,RT4,12,19
17563,26-06-2022,RT4,19,19
19562,26-06-2022,RT4,13,14
17559,26-06-2022,RT4,12,14
18558,26-06-2022,RT4,14,20
18562,26-06-2022,RT4,19,20
18563,26-06-2022,RT4,14,18
16563,26-06-2022,RT4,16,18
16559,26-06-2022,RT4,16,18
16558,26-06-2022,RT4,3,3
16559,27-06-2022,RT1,19,30
18560,27-06-2022,RT1,18,30
19562,27-06-2022,RT1,18,30
19563,27-06-2022,RT1,17,30
17558,27-06-2022,RT1,10,19
16558,27-06-2022,RT1,12,19
17560,27-06-2022,RT1,21,40
19558,27-06-2022,RT1,18,40
19560,27-06-2022,RT1,15,26
17561,27-06-2022,RT1,17,26
16560,27-06-2022,RT1,19,34
16561,27-06-2022,RT1,10,18
16562,27-06-2022,RT1,14,31
16563,27-06-2022,RT1,27,41
17559,27-06-2022,RT1,17,32
17562,27-06-2022,RT1,9,20
17563,27-06-2022,RT1,17,25
18558,27-06-2022,RT1,8,15
18559,27-06-2022,RT1,19,42
18561,27-06-2022,RT1,22,33
18562,27-06-2022,RT1,24,38
18563,27-06-2022,RT1,15,27
19559,27-06-2022,RT1,12,24
19561,27-06-2022,RT1,16,36
17564,27-06-2022,RT1,6,16
19562,27-06-2022,RT2,15,23
18563,27-06-2022,RT2,14,29
17561,27-06-2022,RT2,23,36
17558,27-06-2022,RT2,24,50
16562,27-06-2022,RT2,23,43
16561,27-06-2022,RT2,16,24
16558,27-06-2022,RT2,13,22
19560,27-06-2022,RT2,22,38
16563,27-06-2022,RT2,28,38
16559,27-06-2022,RT2,24,41
19559,27-06-2022,RT2,22,41
19558,27-06-2022,RT2,17,39
17559,27-06-2022,RT2,24,39
16560,27-06-2022,RT2,15,34
18562,27-06-2022,RT2,25,34
18559,27-06-2022,RT2,17,44
17563,27-06-2022,RT2,28,44
17562,27-06-2022,RT2,12,30
18558,27-06-2022,RT2,15,30
17564,27-06-2022,RT2,15,40
18561,27-06-2022,RT2,23,40
18560,27-06-2022,RT2,25,40
17560,27-06-2022,RT2,23,45
19561,27-06-2022,RT2,23,45
19563,27-06-2022,RT2,22,45
19563,27-06-2022,RT3,13,29
19562,27-06-2022,RT3,15,29
19561,27-06-2022,RT3,14,29
18562,27-06-2022,RT3,18,29
17558,27-06-2022,RT3,12,27
17562,27-06-2022,RT3,12,27
19559,27-06-2022,RT3,13,27
16559,27-06-2022,RT3,21,32
16558,27-06-2022,RT3,5,8
18561,27-06-2022,RT3,17,25
18559,27-06-2022,RT3,8,23
19558,27-06-2022,RT3,8,21
16561,27-06-2022,RT3,13,21
17561,27-06-2022,RT3,13,19
18558,27-06-2022,RT3,13,26
18560,27-06-2022,RT3,14,24
17564,27-06-2022,RT3,9,24
16560,27-06-2022,RT3,10,20
16562,27-06-2022,RT3,10,18
16563,27-06-2022,RT3,12,20
17560,27-06-2022,RT3,12,25
17563,27-06-2022,RT3,12,16
18563,27-06-2022,RT3,12,23
19560,27-06-2022,RT3,12,19
17559,27-06-2022,RT3,11,16
19559,27-06-2022,RT4,2,3
16558,27-06-2022,RT4,2,3
16562,27-06-2022,RT4,4,6
19563,27-06-2022,RT4,4,6
16560,27-06-2022,RT4,4,7
19561,27-06-2022,RT4,4,7
18561,27-06-2022,RT4,5,9
16561,27-06-2022,RT4,6,10
17560,27-06-2022,RT4,6,13
17564,27-06-2022,RT4,7,17
18560,27-06-2022,RT4,10,15
19560,27-06-2022,RT4,11,16
18559,27-06-2022,RT4,9,19
17563,27-06-2022,RT4,12,19
19562,27-06-2022,RT4,8,14
17559,27-06-2022,RT4,9,14
18558,27-06-2022,RT4,9,20
18562,27-06-2022,RT4,12,20
18563,27-06-2022,RT4,9,18
16563,27-06-2022,RT4,10,18
16559,27-06-2022,RT4,11,18
17558,27-06-2022,RT4,3,6
17562,27-06-2022,RT4,3,6
19558,27-06-2022,RT4,3,7
17561,27-06-2022,RT4,3,4
16559,28-06-2022,RT1,21,30
18560,28-06-2022,RT1,19,30
19562,28-06-2022,RT1,19,30
19563,28-06-2022,RT1,15,30
17558,28-06-2022,RT1,10,19
16558,28-06-2022,RT1,11,19
